Sale_ID,Customer_ID,Car_ID,Sale_Date,Quantity,Sale_Price,Payment_Method,Salesperson,,Customer_Type
S07468,CU1528,C0042,04-09-2023,2,21358,Credit,Christina Young,,Repeating Customer
S07469,CU0896,C0419,12-01-2025,2,43017,Cash,Jessica Simon,,Repeating Customer
S07470,CU0186,C0496,15-07-2023,2,49471,Installment,Kayla Singleton,,Repeating Customer
S07471,CU1863,C0231,29-03-2024,1,16402,Cash,Trevor Lopez,,New Customer
S07472,CU1506,C0387,29-07-2025,3,92841,Credit,Jessica Alvarado,,Loyal Customer
S07473,CU1386,C0115,03-07-2025,1,44923,Credit,Kimberly Luna,,New Customer
S07474,CU0506,C0345,17-11-2023,2,66205,Credit,Jose Goodman,,Repeating Customer
S07475,CU1266,C0043,28-12-2024,2,97672,Cash,David Barron,,Repeating Customer
S07476,CU0114,C0014,04-03-2024,3,45850,Cash,Carlos Williams,,Loyal Customer
S07477,CU0629,C0405,02-10-2025,2,16270,Cash,Jaime Burns,,Repeating Customer
S07478,CU1967,C0189,21-09-2024,1,56097,Installment,Erik Meyer,,New Customer
S07479,CU1561,C0259,29-08-2023,1,76229,Installment,William Mitchell,,New Customer
S07480,CU0166,C0170,04-12-2023,3,65452,Installment,Antonio Hammond,,Loyal Customer
S07481,CU0789,C0258,13-08-2023,3,35699,Installment,Mary Fletcher,,Loyal Customer
S07482,CU1194,C0317,02-01-2023,1,56377,Cash,Jacob Peck,,New Customer
S07483,CU0106,C0423,25-07-2024,1,89431,Credit,Carol Gilbert,,New Customer
S07484,CU1598,C0055,12-07-2025,3,88837,Cash,James Morrison,,Loyal Customer
S07485,CU0922,C0452,11-07-2025,1,99898,Cash,Joseph Joseph,,New Customer
S07486,CU1189,C0430,21-03-2024,1,46695,Cash,Andrew Paul,,New Customer
S07487,CU1845,C0347,24-11-2024,2,93940,Cash,Mrs. Kelly Kirk,,Repeating Customer
S07488,CU1956,C0069,07-10-2023,1,96934,Installment,Teresa Thompson,,New Customer
S07489,CU1198,C0281,20-05-2025,2,30562,Installment,Thomas Harmon,,Repeating Customer
S07490,CU0432,C0052,10-10-2025,2,41726,Cash,Amanda Morris,,Repeating Customer
S07491,CU0330,C0237,14-03-2023,2,82081,Installment,Nathan Hart,,Repeating Customer
S07492,CU0653,C0197,13-11-2024,3,74847,Installment,Andrew Parker,,Loyal Customer
S07493,CU1485,C0122,06-10-2024,2,28308,Credit,Vanessa Gilbert,,Repeating Customer
S07494,CU0177,C0350,21-10-2025,2,71276,Credit,Charles Gonzalez,,Repeating Customer
S07495,CU1855,C0024,03-11-2022,3,94221,Cash,Michael Mayer,,Loyal Customer
S07496,CU1499,C0126,28-02-2024,3,83915,Installment,Sierra Rose,,Loyal Customer
S07497,CU0677,C0482,25-11-2024,1,48905,Cash,Jessica Garcia,,New Customer
S07498,CU0075,C0274,07-07-2023,3,31076,Cash,Eric Thompson,,Loyal Customer
S07499,CU0769,C0457,14-07-2025,1,51258,Cash,Casey Fritz,,New Customer
S07500,CU0232,C0489,03-08-2023,1,64464,Cash,Tammy Alvarez,,New Customer
S07501,CU1754,C0412,24-12-2024,2,80620,Installment,Lawrence Whitaker,,Repeating Customer
S07502,CU1913,C0103,25-04-2023,3,73628,Installment,Michael Valenzuela,,Loyal Customer
S07503,CU0629,C0451,31-07-2024,3,91888,Credit,Joseph Stewart,,Loyal Customer
S07504,CU1868,C0186,15-05-2025,3,85541,Credit,Rachel Skinner,,Loyal Customer
S07505,CU1303,C0315,03-09-2024,1,86659,Credit,Michelle Wood,,New Customer
S07506,CU1411,C0057,24-01-2024,1,75585,Credit,Mallory Blanchard,,New Customer
S07507,CU1251,C0481,10-03-2024,2,20326,Credit,Mandy King,,Repeating Customer
S07508,CU1047,C0270,25-03-2025,1,15599,Credit,Tammy Pearson,,New Customer
S07509,CU0682,C0287,16-03-2023,1,28335,Installment,Stephanie Jackson,,New Customer
S07510,CU1109,C0201,17-11-2023,3,95207,Cash,Glenn Steele,,Loyal Customer
S07511,CU0010,C0416,23-03-2024,1,24901,Credit,Angela Bennett,,New Customer
S07512,CU0047,C0197,03-12-2022,1,95667,Credit,Troy Scott,,New Customer
S07513,CU1314,C0133,18-11-2023,3,19678,Credit,Gary Torres,,Loyal Customer
S07514,CU1900,C0032,16-07-2023,3,37400,Credit,Tommy Ward,,Loyal Customer
S07515,CU0570,C0043,08-05-2023,3,60887,Cash,Stephanie Hart,,Loyal Customer
S07516,CU1232,C0083,03-12-2024,2,23786,Credit,Diana Gray,,Repeating Customer
S07517,CU1284,C0385,02-09-2023,3,38426,Installment,Holly Taylor,,Loyal Customer
S07518,CU0717,C0395,14-12-2023,1,81682,Cash,Carol Thomas,,New Customer
S07519,CU0019,C0330,07-10-2023,2,66722,Credit,Joseph Lee,,Repeating Customer
S07520,CU1217,C0037,06-01-2024,2,91237,Installment,Donald Ramirez,,Repeating Customer
S07521,CU0208,C0148,24-04-2023,3,24993,Installment,David Nelson,,Loyal Customer
S07522,CU1598,C0096,25-06-2025,1,49627,Cash,Sarah Vaughn,,New Customer
S07523,CU1734,C0452,13-07-2023,2,78217,Credit,Sandra Sharp,,Repeating Customer
S07524,CU1969,C0329,07-11-2023,1,70255,Installment,Katelyn Curry,,New Customer
S07525,CU1789,C0119,27-11-2024,2,85439,Cash,Michael Krueger,,Repeating Customer
S07526,CU0281,C0216,02-05-2023,3,39206,Cash,Donald Sanchez,,Loyal Customer
S07527,CU0904,C0144,10-09-2024,2,60046,Credit,Angela Chan,,Repeating Customer
S07528,CU0433,C0290,25-09-2025,1,33399,Cash,Mike Baker,,New Customer
S07529,CU1455,C0048,29-05-2023,2,95693,Installment,Frank Johnson,,Repeating Customer
S07530,CU1276,C0218,04-01-2025,2,66844,Credit,Cathy Suarez,,Repeating Customer
S07531,CU1119,C0256,06-08-2024,2,46785,Installment,Mary Watts,,Repeating Customer
S07532,CU0700,C0367,22-12-2022,2,67112,Credit,John Perez,,Repeating Customer
S07533,CU0662,C0142,30-01-2023,3,83269,Installment,Susan Morris,,Loyal Customer
S07534,CU1717,C0135,04-03-2024,1,61288,Cash,Terri Holmes,,New Customer
S07535,CU0894,C0129,23-01-2023,1,33865,Installment,Brian Hamilton,,New Customer
S07536,CU1045,C0090,18-02-2025,3,25052,Installment,Jamie Robinson,,Loyal Customer
S07537,CU1119,C0297,04-07-2025,2,20893,Installment,Jeffrey Medina,,Repeating Customer
S07538,CU1277,C0146,20-09-2025,1,45764,Cash,Veronica Vasquez,,New Customer
S07539,CU0180,C0349,11-10-2024,1,24710,Cash,Richard Foley,,New Customer
S07540,CU1469,C0374,08-06-2024,2,87309,Cash,Virginia Harris,,Repeating Customer
S07541,CU1819,C0193,30-12-2024,1,71250,Installment,Melissa Holt,,New Customer
S07542,CU1391,C0174,15-08-2023,3,29822,Credit,Michael Kelly,,Loyal Customer
S07543,CU1166,C0271,12-01-2024,2,26682,Cash,Kevin Johnston,,Repeating Customer
S07544,CU0338,C0019,17-06-2025,3,26725,Installment,Sheri Terry,,Loyal Customer
S07545,CU1654,C0162,07-07-2024,2,37445,Installment,Jimmy Hansen,,Repeating Customer
S07546,CU0271,C0033,27-01-2025,2,70317,Credit,Mr. Jonathan Stevens,,Repeating Customer
S07547,CU1265,C0458,08-08-2025,2,56069,Credit,Ronald Weiss,,Repeating Customer
S07548,CU0345,C0080,14-08-2023,2,34281,Credit,Jodi Long,,Repeating Customer
S07549,CU0077,C0081,07-10-2024,3,36540,Installment,Megan Patterson,,Loyal Customer
S07550,CU1099,C0484,03-05-2024,1,68556,Credit,Linda Rivera,,New Customer
S07551,CU1442,C0269,05-12-2024,1,84971,Installment,Dana Oconnor,,New Customer
S07552,CU1963,C0138,04-04-2025,2,49541,Credit,Jeffrey Sawyer,,Repeating Customer
S07553,CU1094,C0096,11-10-2024,1,60186,Cash,Steven Goodman,,New Customer
S07554,CU0568,C0044,01-12-2024,1,64432,Installment,Karen Garrett,,New Customer
S07555,CU1345,C0415,08-01-2024,2,56613,Installment,Angelica Barnes,,Repeating Customer
S07556,CU0836,C0449,25-06-2025,1,64657,Cash,Sheri Olson,,New Customer
S07557,CU0104,C0475,27-05-2023,1,38074,Cash,Ronald Shaw,,New Customer
S07558,CU1163,C0333,29-03-2023,3,29626,Credit,Sarah Reed,,Loyal Customer
S07559,CU1803,C0122,04-11-2024,3,46010,Credit,Cheryl Poole,,Loyal Customer
S07560,CU1017,C0403,15-01-2023,1,15852,Installment,Keith Wall,,New Customer
S07561,CU1164,C0180,24-07-2025,2,36380,Installment,Rachel Hayes,,Repeating Customer
S07562,CU0402,C0091,23-08-2023,3,50794,Credit,Timothy Gordon,,Loyal Customer
S07563,CU1516,C0401,10-12-2023,2,38042,Credit,Teresa Mitchell,,Repeating Customer
S07564,CU1766,C0238,27-02-2025,2,96233,Credit,Laura Anderson,,Repeating Customer
S07565,CU1827,C0441,28-02-2023,1,35604,Cash,Brandon Chan,,New Customer
S07566,CU0365,C0013,21-12-2023,2,36505,Installment,Ruth Collins,,Repeating Customer
S07567,CU1629,C0434,05-10-2024,3,87675,Credit,Terri Gutierrez,,Loyal Customer
S07568,CU1950,C0254,11-09-2023,3,40527,Cash,Laurie Mclaughlin,,Loyal Customer
S07569,CU0607,C0465,12-10-2023,1,24402,Cash,Dustin Erickson,,New Customer
S07570,CU0194,C0062,24-07-2023,3,21273,Credit,Sarah Peterson,,Loyal Customer
S07571,CU0546,C0227,04-03-2025,2,48457,Cash,Mary Mccoy,,Repeating Customer
S07572,CU0314,C0352,02-02-2023,2,97791,Credit,Catherine Johnston,,Repeating Customer
S07573,CU1673,C0425,07-04-2025,2,41597,Cash,Christopher Schwartz,,Repeating Customer
S07574,CU1865,C0209,04-11-2023,3,55323,Cash,Juan Day,,Loyal Customer
S07575,CU1520,C0012,29-01-2025,3,20522,Credit,Gregory Gaines,,Loyal Customer
S07576,CU0227,C0186,08-02-2025,1,27726,Cash,Angel Lane,,New Customer
S07577,CU1064,C0252,04-02-2024,3,75845,Installment,Jennifer Hanson,,Loyal Customer
S07578,CU1660,C0455,08-02-2024,1,66453,Cash,Michael Chen,,New Customer
S07579,CU0259,C0380,17-06-2025,1,57680,Cash,Adrian Dunn,,New Customer
S07580,CU0916,C0030,25-10-2025,2,47780,Installment,Michael Woods,,Repeating Customer
S07581,CU1662,C0254,25-12-2023,1,77465,Cash,Lisa Marshall,,New Customer
S07582,CU0998,C0252,10-11-2024,3,89152,Credit,Brian Baker,,Loyal Customer
S07583,CU1000,C0288,11-11-2022,1,98429,Credit,Aaron Mitchell,,New Customer
S07584,CU0171,C0113,03-01-2025,2,15006,Installment,Donna Daniel,,Repeating Customer
S07585,CU0951,C0297,13-05-2023,3,79739,Cash,Katelyn Young,,Loyal Customer
S07586,CU1985,C0088,11-02-2024,1,59892,Credit,Kevin Lopez,,New Customer
S07587,CU1700,C0011,11-02-2023,2,26998,Cash,Ann Salas,,Repeating Customer
S07588,CU0901,C0077,29-11-2024,3,53189,Cash,Pamela Finley,,Loyal Customer
S07589,CU0823,C0485,28-09-2025,3,61324,Cash,Mr. Martin Andrews DVM,,Loyal Customer
S07590,CU1017,C0051,07-08-2024,1,46679,Installment,Lindsey Phillips,,New Customer
S07591,CU0005,C0310,25-09-2025,1,22635,Credit,Anthony Coleman,,New Customer
S07592,CU0898,C0350,11-08-2023,3,93754,Credit,Kayla Walter,,Loyal Customer
S07593,CU0327,C0148,04-04-2025,2,93929,Installment,Alexandra Simon,,Repeating Customer
S07594,CU0761,C0401,05-03-2023,2,43034,Cash,Christopher Blanchard,,Repeating Customer
S07595,CU1937,C0283,31-12-2023,3,35695,Cash,Donna Campbell,,Loyal Customer
S07596,CU0069,C0322,20-09-2023,3,28119,Cash,Misty Mueller,,Loyal Customer
S07597,CU1352,C0223,05-07-2025,3,91864,Installment,Michael Saunders,,Loyal Customer
S07598,CU0370,C0408,02-09-2025,3,82900,Credit,Mr. Micheal Elliott DVM,,Loyal Customer
S07599,CU1084,C0052,15-06-2023,2,87018,Cash,Evelyn Johnson,,Repeating Customer
S07600,CU1494,C0105,17-12-2022,2,67874,Cash,Patricia Johnson,,Repeating Customer
S07601,CU0132,C0461,01-04-2025,2,34087,Installment,Cynthia Collins,,Repeating Customer
S07602,CU0940,C0324,25-01-2024,1,88928,Installment,Jay Lindsey,,New Customer
S07603,CU0790,C0300,03-11-2022,3,50683,Cash,Regina Willis,,Loyal Customer
S07604,CU1220,C0225,25-08-2025,3,68968,Installment,Kevin Waller,,Loyal Customer
S07605,CU1961,C0310,12-01-2025,3,18696,Cash,Christina Alvarez,,Loyal Customer
S07606,CU0264,C0220,15-03-2025,3,47887,Cash,Deborah Martinez,,Loyal Customer
S07607,CU1464,C0009,13-11-2022,1,79696,Installment,Margaret Brooks,,New Customer
S07608,CU1450,C0297,26-04-2025,2,22095,Installment,Susan Gibson,,Repeating Customer
S07609,CU0298,C0406,08-07-2023,2,29847,Installment,Jonathan Davis,,Repeating Customer
S07610,CU0810,C0379,05-11-2024,1,62022,Credit,Lynn Brennan,,New Customer
S07611,CU1523,C0462,06-10-2024,1,36669,Installment,Christian Wright,,New Customer
S07612,CU1983,C0283,10-05-2024,3,83932,Credit,Daniel Collins,,Loyal Customer
S07613,CU0586,C0415,18-12-2023,1,57641,Cash,Rebecca Powers,,New Customer
S07614,CU0138,C0033,03-11-2022,2,27837,Installment,Connor Chan,,Repeating Customer
S07615,CU1104,C0310,24-11-2022,1,89624,Cash,Angela Rivas,,New Customer
S07616,CU0455,C0485,02-09-2025,1,84104,Installment,Danielle Fox,,New Customer
S07617,CU0008,C0303,05-06-2023,1,21315,Installment,Shannon Lewis,,New Customer
S07618,CU0379,C0445,12-08-2025,2,61904,Cash,Greg Mendoza,,Repeating Customer
S07619,CU0008,C0388,04-02-2024,1,83765,Credit,Kevin Decker,,New Customer
S07620,CU0632,C0189,02-06-2024,2,77702,Installment,Misty Drake,,Repeating Customer
S07621,CU1933,C0491,08-10-2023,1,40876,Credit,Brenda Smith,,New Customer
S07622,CU1548,C0407,22-12-2024,1,86813,Installment,Emily Cooper,,New Customer
S07623,CU0921,C0341,30-10-2023,1,96245,Cash,David Mccoy,,New Customer
S07624,CU0420,C0003,12-01-2024,2,33189,Cash,Shawn Weiss,,Repeating Customer
S07625,CU1632,C0325,22-10-2023,2,69226,Installment,Scott Castro,,Repeating Customer
S07626,CU0515,C0077,27-12-2023,3,87363,Cash,Brian Olson,,Loyal Customer
S07627,CU1434,C0430,19-12-2023,3,90262,Credit,Patrick Juarez,,Loyal Customer
S07628,CU1727,C0024,12-09-2025,1,90266,Credit,Nicholas Medina,,New Customer
S07629,CU1554,C0034,16-10-2025,2,44829,Credit,Kathleen Mcdonald,,Repeating Customer
S07630,CU0341,C0364,13-12-2022,1,19519,Credit,Daniel Green,,New Customer
S07631,CU1000,C0174,10-06-2025,2,38695,Credit,Tara Ross,,Repeating Customer
S07632,CU0575,C0459,06-09-2023,2,16492,Credit,Barbara Ramirez,,Repeating Customer
S07633,CU1007,C0407,12-03-2024,3,73878,Credit,John Taylor,,Loyal Customer
S07634,CU0894,C0247,03-07-2025,2,98791,Cash,Kevin Benjamin,,Repeating Customer
S07635,CU1756,C0213,02-11-2022,2,96094,Cash,Tyler Duran,,Repeating Customer
S07636,CU0608,C0352,03-03-2023,1,41672,Installment,Benjamin Gomez,,New Customer
S07637,CU0990,C0125,20-04-2024,2,67108,Cash,Leslie Smith,,Repeating Customer
S07638,CU0964,C0468,11-08-2024,1,60628,Installment,Andrew Riley,,New Customer
S07639,CU0311,C0264,28-12-2023,2,68923,Cash,William Mcpherson,,Repeating Customer
S07640,CU0585,C0360,14-10-2024,1,64047,Installment,Angela James,,New Customer
S07641,CU0988,C0447,19-05-2023,2,28728,Cash,Karen Garner,,Repeating Customer
S07642,CU1806,C0176,10-08-2025,3,93478,Cash,Brandon Soto,,Loyal Customer
S07643,CU0805,C0327,04-06-2025,3,60249,Credit,Andrea Gray,,Loyal Customer
S07644,CU0444,C0107,07-08-2023,2,71161,Cash,Thomas Blackburn,,Repeating Customer
S07645,CU0792,C0118,10-02-2023,1,58663,Cash,Wendy Oneill,,New Customer
S07646,CU1255,C0471,10-06-2024,2,64280,Installment,Thomas Phelps,,Repeating Customer
S07647,CU0425,C0126,09-10-2024,2,20907,Credit,Alexander Craig,,Repeating Customer
S07648,CU1492,C0253,22-01-2023,3,77223,Cash,Carol Landry,,Loyal Customer
S07649,CU0225,C0019,29-04-2023,3,19724,Credit,Daniel Goodman,,Loyal Customer
S07650,CU0182,C0178,17-06-2023,1,63653,Credit,Julie Miller,,New Customer
S07651,CU0229,C0445,29-03-2024,1,99364,Installment,Andrew Johnson,,New Customer
S07652,CU0915,C0415,05-06-2025,2,43200,Credit,Nicole Cochran,,Repeating Customer
S07653,CU0120,C0403,28-06-2025,2,20354,Cash,Erica Reid DDS,,Repeating Customer
S07654,CU0457,C0054,27-06-2025,1,87105,Cash,James Griffin,,New Customer
S07655,CU0051,C0378,30-11-2022,3,68157,Credit,Ariana Diaz,,Loyal Customer
S07656,CU1912,C0255,22-02-2025,1,50470,Installment,Leslie Stewart,,New Customer
S07657,CU0468,C0431,02-06-2025,2,72592,Installment,Lisa Richardson,,Repeating Customer
S07658,CU1211,C0419,06-11-2023,2,99701,Installment,Richard Young,,Repeating Customer
S07659,CU1831,C0109,09-01-2023,1,46127,Installment,Cameron Kemp,,New Customer
S07660,CU0534,C0405,24-05-2023,2,84980,Installment,Anne Leon,,Repeating Customer
S07661,CU0773,C0215,08-04-2023,3,81275,Cash,Kylie Chandler,,Loyal Customer
S07662,CU1061,C0296,30-05-2023,3,37256,Installment,Erin Perry,,Loyal Customer
S07663,CU1237,C0222,11-09-2025,1,90102,Installment,Monica Tate,,New Customer
S07664,CU0585,C0129,09-11-2023,3,88232,Installment,Christina Pennington,,Loyal Customer
S07665,CU1664,C0341,17-11-2023,2,78088,Credit,Sean Reynolds,,Repeating Customer
S07666,CU0191,C0211,21-06-2025,2,66728,Credit,Emily Evans,,Repeating Customer
S07667,CU0187,C0483,09-01-2025,3,51973,Cash,John Long,,Loyal Customer
S07668,CU1896,C0358,03-06-2025,2,92948,Cash,Henry Poole,,Repeating Customer
S07669,CU1402,C0451,31-07-2024,1,37328,Cash,Jennifer Larson,,New Customer
S07670,CU1060,C0423,05-04-2025,1,58867,Installment,Michael Rice,,New Customer
S07671,CU1183,C0067,23-04-2023,3,89131,Cash,Caleb Jimenez,,Loyal Customer
S07672,CU1580,C0265,24-07-2025,3,26552,Credit,Jason Carter,,Loyal Customer
S07673,CU1448,C0122,07-11-2023,3,52807,Installment,Krystal Brown,,Loyal Customer
S07674,CU0090,C0085,08-03-2023,3,85999,Cash,Justin Elliott,,Loyal Customer
S07675,CU1140,C0203,23-04-2023,2,59038,Credit,Katherine Hartman,,Repeating Customer
S07676,CU1447,C0392,02-09-2025,3,81628,Cash,Corey Pitts,,Loyal Customer
S07677,CU0126,C0010,11-10-2023,2,91800,Installment,Gloria Williams,,Repeating Customer
S07678,CU0928,C0315,02-07-2024,3,50000,Installment,Cody Hammond,,Loyal Customer
S07679,CU0064,C0429,25-11-2022,3,77619,Cash,Mrs. Casey Cowan,,Loyal Customer
S07680,CU0930,C0291,26-12-2024,1,37366,Cash,Erik Bush PhD,,New Customer
S07681,CU0820,C0073,12-10-2023,3,76405,Installment,Richard Brady,,Loyal Customer
S07682,CU0118,C0410,16-07-2024,1,35695,Cash,Jennifer Shannon,,New Customer
S07683,CU1202,C0426,17-08-2023,2,24798,Installment,Amanda Harrison,,Repeating Customer
S07684,CU1729,C0460,25-05-2023,3,75433,Installment,Rachel Frazier,,Loyal Customer
S07685,CU1490,C0352,06-02-2025,3,97882,Installment,Loretta Franklin,,Loyal Customer
S07686,CU1196,C0491,01-03-2025,3,41084,Cash,Jeffrey Singh,,Loyal Customer
S07687,CU0779,C0346,20-01-2025,2,21775,Cash,Jonathan Buchanan,,Repeating Customer
S07688,CU1561,C0394,16-07-2024,2,43093,Installment,Theodore Martinez,,Repeating Customer
S07689,CU1837,C0334,09-04-2023,1,86619,Cash,Ryan Barber,,New Customer
S07690,CU1172,C0352,17-05-2023,2,50333,Credit,Caroline Schneider,,Repeating Customer
S07691,CU1751,C0292,07-06-2024,2,34668,Cash,Crystal Wilson,,Repeating Customer
S07692,CU0309,C0182,23-10-2025,3,23888,Credit,Joseph Wilson,,Loyal Customer
S07693,CU1153,C0203,05-06-2025,2,42522,Credit,Lee Powell,,Repeating Customer
S07694,CU0405,C0430,11-09-2024,3,23989,Cash,Patrick Barber,,Loyal Customer
S07695,CU1001,C0255,01-03-2023,3,78510,Cash,Brenda Ortiz,,Loyal Customer
S07696,CU1119,C0471,05-10-2025,3,45115,Credit,Raymond Cain,,Loyal Customer
S07697,CU0915,C0410,06-05-2024,2,74788,Credit,Kendra Pennington,,Repeating Customer
S07698,CU1148,C0290,17-12-2024,2,95977,Credit,Cheryl Holland,,Repeating Customer
S07699,CU0039,C0066,20-03-2024,3,47414,Installment,Shannon Huang,,Loyal Customer
S07700,CU0362,C0029,28-12-2022,1,24393,Installment,Sarah Boone,,New Customer
S07701,CU1353,C0119,18-10-2025,3,39597,Credit,David Welch,,Loyal Customer
S07702,CU0984,C0248,10-11-2023,1,81003,Credit,Rebecca Turner,,New Customer
S07703,CU1725,C0091,07-10-2023,2,94060,Credit,Samantha Gonzales,,Repeating Customer
S07704,CU1374,C0162,21-03-2024,3,75045,Cash,Natasha Moore,,Loyal Customer
S07705,CU0146,C0216,29-12-2023,3,75202,Cash,Alicia Pacheco,,Loyal Customer
S07706,CU1070,C0097,05-04-2025,2,51469,Credit,Kimberly Fox,,Repeating Customer
S07707,CU0302,C0233,15-10-2024,1,15342,Installment,Kimberly Robbins,,New Customer
S07708,CU0474,C0255,14-05-2025,2,33789,Credit,Jennifer Hall,,Repeating Customer
S07709,CU0759,C0010,07-09-2023,3,17403,Installment,Mary Butler,,Loyal Customer
S07710,CU0341,C0178,10-05-2025,1,91166,Cash,Randall Fowler,,New Customer
S07711,CU1230,C0444,17-09-2023,3,49303,Installment,Adam Clark,,Loyal Customer
S07712,CU0710,C0058,02-04-2023,3,49826,Credit,Steven Turner,,Loyal Customer
S07713,CU1612,C0402,23-03-2024,1,40405,Credit,William Ramirez,,New Customer
S07714,CU1348,C0075,30-01-2024,3,45501,Installment,Eric Nguyen,,Loyal Customer
S07715,CU1386,C0424,05-05-2023,2,56964,Installment,Heather Anderson,,Repeating Customer
S07716,CU0860,C0157,25-01-2025,3,51008,Cash,Henry Gonzales,,Loyal Customer
S07717,CU0428,C0281,26-09-2023,3,93014,Installment,Tammy Hunt DDS,,Loyal Customer
S07718,CU1407,C0342,20-01-2025,3,95623,Cash,Martha Jones,,Loyal Customer
S07719,CU1517,C0490,02-10-2024,3,27505,Credit,Susan Lane,,Loyal Customer
S07720,CU0705,C0450,17-10-2025,3,60491,Cash,Tammy Spencer,,Loyal Customer
S07721,CU1114,C0236,12-10-2023,1,36164,Cash,Leslie Jones,,New Customer
S07722,CU1749,C0262,07-02-2024,1,56474,Cash,Ian Keith,,New Customer
S07723,CU1844,C0428,03-06-2025,1,59993,Installment,Jeremy Long Jr.,,New Customer
S07724,CU0095,C0317,18-08-2024,3,29616,Cash,Jerry Graham,,Loyal Customer
S07725,CU1058,C0345,20-07-2023,1,63462,Cash,Tanner Hudson,,New Customer
S07726,CU0991,C0195,26-05-2024,1,31925,Credit,Douglas Bailey,,New Customer
S07727,CU0293,C0138,10-04-2025,3,94290,Credit,Vincent Woods,,Loyal Customer
S07728,CU0141,C0272,09-04-2024,2,95767,Credit,Kendra Parrish,,Repeating Customer
S07729,CU0130,C0328,19-03-2023,2,22258,Credit,Michael Nichols,,Repeating Customer
S07730,CU1771,C0179,03-04-2023,1,15090,Credit,Christine Smith,,New Customer
S07731,CU0885,C0484,29-06-2023,1,75235,Credit,John Mcbride,,New Customer
S07732,CU1277,C0085,11-02-2023,1,79022,Cash,James Brown PhD,,New Customer
S07733,CU0936,C0217,21-06-2023,3,56097,Credit,Eric Roy,,Loyal Customer
S07734,CU1600,C0365,27-12-2022,2,37118,Installment,Jessica Briggs,,Repeating Customer
S07735,CU1458,C0492,25-04-2024,2,61681,Cash,Isabel Pham,,Repeating Customer
S07736,CU1904,C0102,13-05-2025,1,28231,Cash,Dennis Knox,,New Customer
S07737,CU1221,C0195,11-01-2025,1,82623,Credit,Mallory Gonzalez,,New Customer
S07738,CU1651,C0260,08-01-2023,1,81299,Installment,Craig Phillips,,New Customer
S07739,CU0061,C0123,15-12-2022,1,97829,Cash,James Brown,,New Customer
S07740,CU1298,C0050,22-03-2023,1,99493,Installment,Jessica Walker,,New Customer
S07741,CU0960,C0352,22-01-2025,3,66309,Installment,Megan Harrell,,Loyal Customer
S07742,CU1149,C0001,16-10-2023,1,31688,Cash,Amanda Ayers,,New Customer
S07743,CU1615,C0146,23-11-2022,3,60597,Cash,Ashley Luna,,Loyal Customer
S07744,CU1065,C0135,04-02-2023,2,31478,Credit,Matthew Wolf,,Repeating Customer
S07745,CU0818,C0424,18-10-2024,2,34609,Cash,Jeffrey Watts,,Repeating Customer
S07746,CU0360,C0294,11-07-2025,1,80275,Credit,Kara Combs,,New Customer
S07747,CU1007,C0139,04-10-2024,1,75526,Installment,Joann Rosario,,New Customer
S07748,CU1390,C0126,12-04-2025,2,56358,Credit,Olivia Maldonado DDS,,Repeating Customer
S07749,CU0801,C0226,11-05-2025,1,43157,Installment,Troy Johnson,,New Customer
S07750,CU1767,C0433,22-04-2025,3,77291,Credit,Andrew Fields,,Loyal Customer
S07751,CU1327,C0488,05-04-2025,1,72581,Credit,Steven Valenzuela,,New Customer
S07752,CU0639,C0278,11-03-2025,2,71113,Credit,Anthony Williams,,Repeating Customer
S07753,CU1765,C0063,06-06-2024,2,91874,Cash,Justin Chavez,,Repeating Customer
S07754,CU1209,C0072,15-04-2025,2,93161,Cash,Gabriela Bartlett,,Repeating Customer
S07755,CU1904,C0187,23-06-2023,2,78920,Credit,Cynthia Frazier,,Repeating Customer
S07756,CU1140,C0060,17-08-2023,3,93115,Installment,Kara Brown,,Loyal Customer
S07757,CU1759,C0119,30-04-2025,2,58160,Credit,Lori Giles,,Repeating Customer
S07758,CU1576,C0208,21-01-2023,1,91445,Installment,William Taylor,,New Customer
S07759,CU0407,C0357,30-09-2023,3,73090,Installment,Sherry Jones,,Loyal Customer
S07760,CU0071,C0064,14-05-2024,3,32002,Cash,Jason Bryant,,Loyal Customer
S07761,CU0629,C0343,13-02-2025,1,16408,Cash,April Hernandez,,New Customer
S07762,CU1244,C0216,25-09-2024,2,92501,Cash,Julia Campbell,,Repeating Customer
S07763,CU1864,C0105,04-03-2024,3,74526,Installment,Marissa Evans,,Loyal Customer
S07764,CU0973,C0104,26-08-2025,2,60854,Cash,Sandra Carter,,Repeating Customer
S07765,CU1532,C0260,04-05-2025,1,65739,Installment,Richard Andrews,,New Customer
S07766,CU1133,C0034,20-06-2023,1,84996,Credit,Ann Johnson,,New Customer
S07767,CU1295,C0123,21-03-2023,1,80270,Cash,Lauren Lee,,New Customer
S07768,CU1621,C0468,26-10-2024,3,35275,Credit,William Tyler,,Loyal Customer
S07769,CU0584,C0055,08-03-2024,1,70307,Credit,Curtis Ford,,New Customer
S07770,CU1960,C0496,10-03-2024,1,41567,Installment,Brenda Mcdaniel,,New Customer
S07771,CU1545,C0100,13-10-2023,2,72764,Credit,Phillip Gonzalez,,Repeating Customer
S07772,CU1889,C0357,29-01-2024,2,50518,Credit,Michelle Thomas,,Repeating Customer
S07773,CU0667,C0359,07-07-2024,2,84227,Credit,Robert Smith,,Repeating Customer
